,Station,Air Quality,O3 Quality,O3 µg/m3,NO2 Quality,NO2 µg/m3,PM10 Quality,PM10 µg/m3,Date Time,Generated Date,Generated Time,Week Day
4069,Palau Reial,Good,Good,4.0,Good,55.0,Good,10.0,1542863102,22/11/18,6:00,Thursday
4070,Poblenou,Good,,,Good,43.0,Good,20.0,1542863102,22/11/18,6:00,Thursday
4071,Observ Fabra,Good,Good,80.0,Good,3.0,Good,7.0,1542863102,22/11/18,6:00,Thursday
4072,Sants,Good,,,Good,45.0,,,1542866702,22/11/18,7:00,Thursday
4073,Eixample,Good,,,,,Good,21.0,1542866702,22/11/18,7:00,Thursday
4074,Gràcia,Good,Good,1.0,Good,55.0,Good,8.0,1542866702,22/11/18,7:00,Thursday
4075,Ciutadella,Good,Good,2.0,Good,37.0,,,1542866702,22/11/18,7:00,Thursday
4076,Vall Hebron,Good,Good,40.0,Good,23.0,Good,10.0,1542866702,22/11/18,7:00,Thursday
4077,Palau Reial,Good,Good,2.0,Good,54.0,Good,10.0,1542866702,22/11/18,7:00,Thursday
4078,Poblenou,Good,,,Good,42.0,Good,20.0,1542866702,22/11/18,7:00,Thursday
4079,Observ Fabra,Good,Good,80.0,Good,3.0,Good,7.0,1542866702,22/11/18,7:00,Thursday
4080,Sants,Good,,,Good,45.0,,,1542870301,22/11/18,8:00,Thursday
4081,Eixample,Good,,,,,Good,22.0,1542870301,22/11/18,8:00,Thursday
4082,Gràcia,Good,Good,1.0,Good,74.0,Good,8.0,1542870301,22/11/18,8:00,Thursday
4083,Ciutadella,Good,Good,2.0,Good,36.0,,,1542870301,22/11/18,8:00,Thursday
4084,Vall Hebron,Good,Good,35.0,Good,30.0,Good,10.0,1542870301,22/11/18,8:00,Thursday
4085,Palau Reial,Good,Good,1.0,Good,54.0,Good,11.0,1542870301,22/11/18,8:00,Thursday
4086,Poblenou,Good,,,Good,43.0,Good,20.0,1542870301,22/11/18,8:00,Thursday
4087,Observ Fabra,Good,Good,80.0,Good,3.0,Good,7.0,1542870301,22/11/18,8:00,Thursday
4088,Sants,Good,,,Good,50.0,,,1542873902,22/11/18,9:00,Thursday
4089,Eixample,Good,,,,,Good,22.0,1542873902,22/11/18,9:00,Thursday
4090,Gràcia,Moderate,Good,2.0,Moderate,99.0,Good,9.0,1542873902,22/11/18,9:00,Thursday
4091,Ciutadella,Good,Good,2.0,Good,42.0,,,1542873902,22/11/18,9:00,Thursday
4092,Vall Hebron,Good,Good,33.0,Good,35.0,Good,10.0,1542873902,22/11/18,9:00,Thursday
4093,Palau Reial,Good,Good,1.0,Good,63.0,Good,11.0,1542873902,22/11/18,9:00,Thursday
4094,Poblenou,Good,,,Good,51.0,Good,21.0,1542873902,22/11/18,9:00,Thursday
4095,Observ Fabra,Good,Good,79.0,Good,3.0,Good,7.0,1542873902,22/11/18,9:00,Thursday
4096,Sants,Good,,,Good,62.0,,,1542877501,22/11/18,10:00,Thursday
4097,Eixample,Good,Good,4.0,Good,65.0,Good,20.0,1542877501,22/11/18,10:00,Thursday
4098,Gràcia,Moderate,Good,2.0,Moderate,115.0,Good,10.0,1542877501,22/11/18,10:00,Thursday
4099,Ciutadella,Good,Good,2.0,Good,52.0,,,1542877501,22/11/18,10:00,Thursday
4100,Vall Hebron,Good,Good,41.0,Good,29.0,Good,10.0,1542877501,22/11/18,10:00,Thursday
4101,Palau Reial,Good,Good,1.0,Good,91.0,Good,12.0,1542877501,22/11/18,10:00,Thursday
4102,Poblenou,Good,,,Good,56.0,Good,22.0,1542877501,22/11/18,10:00,Thursday
4103,Observ Fabra,Good,Good,78.0,Good,3.0,Good,7.0,1542877501,22/11/18,10:00,Thursday
4104,Sants,Good,,,Good,69.0,,,1542881102,22/11/18,11:00,Thursday
4105,Eixample,Good,Good,4.0,Good,65.0,Good,19.0,1542881102,22/11/18,11:00,Thursday
4106,Gràcia,Moderate,Good,3.0,Moderate,117.0,Good,12.0,1542881102,22/11/18,11:00,Thursday
4107,Ciutadella,Good,Good,2.0,Good,71.0,,,1542881102,22/11/18,11:00,Thursday
4108,Vall Hebron,Good,Good,40.0,Good,28.0,Good,10.0,1542881102,22/11/18,11:00,Thursday
4109,Palau Reial,Good,Good,2.0,Good,80.0,Good,13.0,1542881102,22/11/18,11:00,Thursday
4110,Poblenou,Good,,,Good,61.0,Good,23.0,1542881102,22/11/18,11:00,Thursday
4111,Observ Fabra,Good,Good,78.0,Good,3.0,Good,7.0,1542881102,22/11/18,11:00,Thursday
4112,Sants,Good,,,Good,66.0,,,1542884701,22/11/18,12:00,Thursday
4113,Eixample,Good,Good,4.0,Good,65.0,Good,19.0,1542884701,22/11/18,12:00,Thursday
4114,Gràcia,Moderate,Good,5.0,Moderate,107.0,Good,14.0,1542884701,22/11/18,12:00,Thursday
4115,Ciutadella,Good,Good,4.0,Good,86.0,,,1542884701,22/11/18,12:00,Thursday
4116,Vall Hebron,Good,Good,51.0,Good,18.0,Good,10.0,1542884701,22/11/18,12:00,Thursday
4117,Palau Reial,Good,Good,30.0,Good,35.0,Good,13.0,1542884701,22/11/18,12:00,Thursday
4118,Poblenou,Good,,,Good,69.0,Good,24.0,1542884701,22/11/18,12:00,Thursday
4119,Observ Fabra,Good,Good,76.0,Good,4.0,Good,7.0,1542884701,22/11/18,12:00,Thursday
4120,Sants,Good,,,Good,37.0,,,1542888302,22/11/18,13:00,Thursday
4121,Eixample,Good,,,,,Good,19.0,1542888302,22/11/18,13:00,Thursday
4122,Gràcia,Good,Good,33.0,Good,43.0,Good,16.0,1542888302,22/11/18,13:00,Thursday
4123,Ciutadella,Good,Good,30.0,Good,55.0,,,1542888302,22/11/18,13:00,Thursday
4124,Vall Hebron,Good,Good,50.0,Good,15.0,Good,10.0,1542888302,22/11/18,13:00,Thursday
4125,Palau Reial,Good,Good,52.0,Good,11.0,Good,13.0,1542888302,22/11/18,13:00,Thursday
4126,Poblenou,Good,,,Good,73.0,Good,26.0,1542888302,22/11/18,13:00,Thursday
4127,Observ Fabra,Good,Good,73.0,Good,5.0,Good,7.0,1542888302,22/11/18,13:00,Thursday
4128,Sants,Good,,,Good,15.0,,,1542891902,22/11/18,14:00,Thursday
4129,Eixample,Good,,,,,Good,19.0,1542891902,22/11/18,14:00,Thursday
4130,Gràcia,Good,Good,49.0,Good,30.0,Good,16.0,1542891902,22/11/18,14:00,Thursday
4131,Ciutadella,Good,Good,54.0,Good,26.0,,,1542891902,22/11/18,14:00,Thursday
4132,Vall Hebron,Good,Good,53.0,Good,16.0,Good,10.0,1542891902,22/11/18,14:00,Thursday
4133,Palau Reial,Good,Good,55.0,Good,11.0,Good,13.0,1542891902,22/11/18,14:00,Thursday
4134,Poblenou,Good,,,Good,73.0,Good,27.0,1542891902,22/11/18,14:00,Thursday
4135,Observ Fabra,Good,Good,71.0,Good,8.0,Good,7.0,1542891902,22/11/18,14:00,Thursday
4136,Sants,Good,,,Good,22.0,,,1542895501,22/11/18,15:00,Thursday
4137,Eixample,Good,,,,,Good,19.0,1542895501,22/11/18,15:00,Thursday
4138,Gràcia,Good,Good,41.0,Good,36.0,Good,16.0,1542895501,22/11/18,15:00,Thursday
4139,Ciutadella,Good,Good,47.0,Good,31.0,,,1542895501,22/11/18,15:00,Thursday
4140,Vall Hebron,Good,Good,52.0,Good,21.0,Good,10.0,1542895501,22/11/18,15:00,Thursday
4141,Palau Reial,Good,Good,46.0,Good,19.0,Good,13.0,1542895501,22/11/18,15:00,Thursday
4142,Poblenou,Good,,,Good,35.0,Good,27.0,1542895501,22/11/18,15:00,Thursday
4143,Observ Fabra,Good,Good,71.0,Good,9.0,Good,6.0,1542895501,22/11/18,15:00,Thursday
4144,Sants,Good,,,Good,26.0,,,1542899101,22/11/18,16:00,Thursday
4145,Eixample,Good,Good,22.0,Good,58.0,Good,19.0,1542899101,22/11/18,16:00,Thursday
4146,Gràcia,Good,Good,39.0,Good,36.0,Good,15.0,1542899101,22/11/18,16:00,Thursday
4147,Ciutadella,Good,Good,46.0,Good,34.0,,,1542899101,22/11/18,16:00,Thursday
4148,Vall Hebron,Good,Good,45.0,Good,25.0,Good,9.0,1542899101,22/11/18,16:00,Thursday
4149,Palau Reial,Good,Good,41.0,Good,25.0,Good,12.0,1542899101,22/11/18,16:00,Thursday
4150,Poblenou,Good,,,Good,43.0,Good,27.0,1542899101,22/11/18,16:00,Thursday
4151,Observ Fabra,Good,Good,68.0,Good,10.0,Good,6.0,1542899101,22/11/18,16:00,Thursday
4152,Sants,Good,,,Good,31.0,,,1542902702,22/11/18,17:00,Thursday
4153,Eixample,Good,Good,20.0,Good,52.0,Good,19.0,1542902702,22/11/18,17:00,Thursday
4154,Gràcia,Good,Good,32.0,Good,45.0,Good,15.0,1542902702,22/11/18,17:00,Thursday
4155,Ciutadella,Good,Good,38.0,Good,40.0,,,1542902702,22/11/18,17:00,Thursday
4156,Vall Hebron,Good,Good,34.0,Good,33.0,Good,9.0,1542902702,22/11/18,17:00,Thursday
4157,Palau Reial,Good,Good,32.0,Good,31.0,Good,13.0,1542902702,22/11/18,17:00,Thursday
4158,Poblenou,Good,,,Good,51.0,Good,27.0,1542902702,22/11/18,17:00,Thursday
4159,Observ Fabra,Good,Good,73.0,Good,9.0,Good,6.0,1542902702,22/11/18,17:00,Thursday
4160,Sants,Good,,,Good,51.0,,,1542906302,22/11/18,18:00,Thursday
4161,Eixample,Good,Good,20.0,Good,52.0,Good,19.0,1542906302,22/11/18,18:00,Thursday
4162,Gràcia,Good,Good,21.0,Good,64.0,Good,15.0,1542906302,22/11/18,18:00,Thursday
4163,Ciutadella,Good,Good,38.0,Good,40.0,,,1542906302,22/11/18,18:00,Thursday
4164,Vall Hebron,Good,Good,31.0,Good,39.0,Good,9.0,1542906302,22/11/18,18:00,Thursday
4165,Palau Reial,Good,Good,16.0,Good,45.0,Good,13.0,1542906302,22/11/18,18:00,Thursday
4166,Poblenou,Good,,,Good,69.0,Good,27.0,1542906302,22/11/18,18:00,Thursday
4167,Observ Fabra,Good,Good,80.0,Good,7.0,Good,6.0,1542906302,22/11/18,18:00,Thursday
4168,Sants,Good,,,Good,65.0,,,1542909902,22/11/18,19:00,Thursday
4169,Eixample,Good,Good,20.0,Good,52.0,Good,19.0,1542909902,22/11/18,19:00,Thursday
4170,Gràcia,Good,Good,7.0,Good,82.0,Good,16.0,1542909902,22/11/18,19:00,Thursday
4171,Ciutadella,Good,Good,38.0,Good,40.0,,,1542909902,22/11/18,19:00,Thursday
4172,Vall Hebron,Good,Good,25.0,Good,47.0,Good,9.0,1542909902,22/11/18,19:00,Thursday
4173,Palau Reial,Good,Good,5.0,Good,67.0,Good,13.0,1542909902,22/11/18,19:00,Thursday
4174,Poblenou,Good,,,Good,89.0,Good,28.0,1542909902,22/11/18,19:00,Thursday
4175,Observ Fabra,Good,Good,80.0,Good,7.0,Good,6.0,1542909902,22/11/18,19:00,Thursday
4176,Sants,Good,,,Good,72.0,,,1542913502,22/11/18,20:00,Thursday
4177,Eixample,Good,,,,,Good,19.0,1542913502,22/11/18,20:00,Thursday
4178,Gràcia,Good,Good,2.0,Good,90.0,Good,16.0,1542913502,22/11/18,20:00,Thursday
4179,Ciutadella,,,,,,,,1542913502,22/11/18,20:00,Thursday
4180,Vall Hebron,Good,Good,9.0,Good,68.0,Good,9.0,1542913502,22/11/18,20:00,Thursday
4181,Palau Reial,Good,Good,3.0,Good,77.0,Good,13.0,1542913502,22/11/18,20:00,Thursday
4182,Poblenou,Moderate,,,Moderate,99.0,Good,29.0,1542913502,22/11/18,20:00,Thursday
4183,Observ Fabra,Good,Good,68.0,Good,15.0,Good,6.0,1542913502,22/11/18,20:00,Thursday
4184,Sants,Good,,,Good,74.0,,,1542917102,22/11/18,21:00,Thursday
4185,Eixample,Good,,,,,Good,18.0,1542917102,22/11/18,21:00,Thursday
4186,Gràcia,Good,Good,2.0,Good,87.0,Good,17.0,1542917102,22/11/18,21:00,Thursday
4187,Ciutadella,,,,,,,,1542917102,22/11/18,21:00,Thursday
4188,Vall Hebron,Good,Good,2.0,Good,85.0,Good,10.0,1542917102,22/11/18,21:00,Thursday
4189,Palau Reial,Good,Good,1.0,Good,76.0,Good,13.0,1542917102,22/11/18,21:00,Thursday
4190,Poblenou,Moderate,,,Moderate,105.0,Good,31.0,1542917102,22/11/18,21:00,Thursday
4191,Observ Fabra,Good,Good,39.0,Good,37.0,Good,6.0,1542917102,22/11/18,21:00,Thursday
4192,Sants,Good,,,Good,75.0,,,1542920702,22/11/18,22:00,Thursday
4193,Eixample,Good,,,,,Good,17.0,1542920702,22/11/18,22:00,Thursday
4194,Gràcia,Good,Good,1.0,Good,82.0,Good,17.0,1542920702,22/11/18,22:00,Thursday
4195,Ciutadella,,,,,,,,1542920702,22/11/18,22:00,Thursday
4196,Vall Hebron,Good,Good,2.0,Good,78.0,Good,10.0,1542920702,22/11/18,22:00,Thursday
4197,Palau Reial,Good,Good,1.0,Good,74.0,Good,14.0,1542920702,22/11/18,22:00,Thursday
4198,Poblenou,Moderate,,,Moderate,92.0,Good,32.0,1542920702,22/11/18,22:00,Thursday
4199,Observ Fabra,Good,Good,51.0,Good,22.0,Good,6.0,1542920702,22/11/18,22:00,Thursday
4200,Sants,Good,,,Good,78.0,,,1542924301,22/11/18,23:00,Thursday
4201,Eixample,Good,Good,2.0,Good,83.0,Good,20.0,1542924301,22/11/18,23:00,Thursday
4202,Gràcia,Good,Good,2.0,Good,85.0,Good,18.0,1542924301,22/11/18,23:00,Thursday
4203,Ciutadella,Good,Good,3.0,Good,75.0,,,1542924301,22/11/18,23:00,Thursday
4204,Vall Hebron,Good,Good,2.0,Good,70.0,Good,11.0,1542924301,22/11/18,23:00,Thursday
4205,Palau Reial,Good,Good,1.0,Good,67.0,Good,14.0,1542924301,22/11/18,23:00,Thursday
4206,Poblenou,Good,,,Good,75.0,Good,33.0,1542924301,22/11/18,23:00,Thursday
4207,Observ Fabra,Good,Good,50.0,Good,25.0,Good,6.0,1542924301,22/11/18,23:00,Thursday
4208,Sants,Good,,,Good,72.0,,,1542927902,23/11/18,0:00,Friday
4209,Eixample,Good,Good,2.0,Good,79.0,Good,21.0,1542927902,23/11/18,0:00,Friday
4210,Gràcia,Good,Good,2.0,Good,81.0,Good,19.0,1542927902,23/11/18,0:00,Friday
4211,Ciutadella,Good,Good,2.0,Good,72.0,,,1542927902,23/11/18,0:00,Friday
4212,Vall Hebron,Good,Good,2.0,Good,63.0,Good,11.0,1542927902,23/11/18,0:00,Friday
4213,Palau Reial,Good,Good,1.0,Good,62.0,Good,14.0,1542927902,23/11/18,0:00,Friday
4214,Poblenou,Good,,,Good,67.0,Good,34.0,1542927902,23/11/18,0:00,Friday
4215,Observ Fabra,Good,Good,81.0,Good,6.0,Good,6.0,1542927902,23/11/18,0:00,Friday
4216,Sants,Good,,,Good,59.0,,,1542931502,23/11/18,1:00,Friday
4217,Eixample,Good,Good,2.0,Good,67.0,Good,21.0,1542931502,23/11/18,1:00,Friday
4218,Gràcia,Good,Good,2.0,Good,74.0,Good,20.0,1542931502,23/11/18,1:00,Friday
4219,Ciutadella,Good,Good,2.0,Good,66.0,,,1542931502,23/11/18,1:00,Friday
4220,Vall Hebron,Good,Good,3.0,Good,58.0,Good,11.0,1542931502,23/11/18,1:00,Friday
4221,Palau Reial,Good,Good,1.0,Good,60.0,Good,14.0,1542931502,23/11/18,1:00,Friday
4222,Poblenou,Good,,,Good,60.0,Good,35.0,1542931502,23/11/18,1:00,Friday
4223,Observ Fabra,Good,Good,65.0,Good,15.0,Good,6.0,1542931502,23/11/18,1:00,Friday
4224,Sants,Good,,,Good,51.0,,,1542935101,23/11/18,2:00,Friday
4225,Eixample,Good,Good,2.0,Good,65.0,Good,21.0,1542935101,23/11/18,2:00,Friday
4226,Gràcia,Good,Good,1.0,Good,65.0,Good,20.0,1542935101,23/11/18,2:00,Friday
4227,Ciutadella,Good,Good,2.0,Good,59.0,,,1542935101,23/11/18,2:00,Friday
4228,Vall Hebron,Good,Good,7.0,Good,50.0,Good,12.0,1542935101,23/11/18,2:00,Friday
4229,Palau Reial,Good,Good,16.0,Good,38.0,Good,15.0,1542935101,23/11/18,2:00,Friday
4230,Poblenou,Good,,,Good,53.0,Good,36.0,1542935101,23/11/18,2:00,Friday
4231,Observ Fabra,Good,Good,70.0,Good,11.0,Good,6.0,1542935101,23/11/18,2:00,Friday
4232,Sants,Good,,,Good,37.0,,,1542938702,23/11/18,3:00,Friday
4233,Eixample,Good,Good,2.0,Good,67.0,Good,22.0,1542938702,23/11/18,3:00,Friday
4234,Gràcia,Good,Good,9.0,Good,54.0,Good,21.0,1542938702,23/11/18,3:00,Friday
4235,Ciutadella,Good,Good,2.0,Good,55.0,,,1542938702,23/11/18,3:00,Friday
4236,Vall Hebron,Good,Good,18.0,Good,38.0,Good,12.0,1542938702,23/11/18,3:00,Friday
4237,Palau Reial,Good,Good,19.0,Good,31.0,Good,15.0,1542938702,23/11/18,3:00,Friday
4238,Poblenou,Moderate,,,Good,44.0,Moderate,37.0,1542938702,23/11/18,3:00,Friday
4239,Observ Fabra,Good,Good,76.0,Good,7.0,Good,7.0,1542938702,23/11/18,3:00,Friday
4240,Sants,Good,,,Good,45.0,,,1542942301,23/11/18,4:00,Friday
4241,Eixample,Good,Good,2.0,Good,70.0,Good,23.0,1542942301,23/11/18,4:00,Friday
4242,Gràcia,Good,Good,17.0,Good,41.0,Good,21.0,1542942301,23/11/18,4:00,Friday
4243,Ciutadella,Good,Good,2.0,Good,49.0,,,1542942301,23/11/18,4:00,Friday
4244,Vall Hebron,Good,Good,18.0,Good,41.0,Good,13.0,1542942301,23/11/18,4:00,Friday
4245,Palau Reial,Good,Good,15.0,Good,38.0,Good,15.0,1542942301,23/11/18,4:00,Friday
4246,Poblenou,Moderate,,,Good,44.0,Moderate,38.0,1542942301,23/11/18,4:00,Friday
4247,Observ Fabra,Good,Good,82.0,Good,4.0,Good,7.0,1542942301,23/11/18,4:00,Friday
4248,Sants,Good,,,Good,51.0,,,1542945902,23/11/18,5:00,Friday
4249,Eixample,Good,Good,2.0,Good,59.0,Good,23.0,1542945902,23/11/18,5:00,Friday
4250,Gràcia,Good,Good,23.0,Good,36.0,Good,21.0,1542945902,23/11/18,5:00,Friday
4251,Ciutadella,Good,Good,2.0,Good,52.0,,,1542945902,23/11/18,5:00,Friday
4252,Vall Hebron,Good,Good,25.0,Good,32.0,Good,13.0,1542945902,23/11/18,5:00,Friday
4253,Palau Reial,Good,Good,25.0,Good,23.0,Good,15.0,1542945902,23/11/18,5:00,Friday
4254,Poblenou,Moderate,,,Good,43.0,Moderate,38.0,1542945902,23/11/18,5:00,Friday
4255,Observ Fabra,Good,Good,83.0,Good,4.0,Good,7.0,1542945902,23/11/18,5:00,Friday
4256,Sants,Good,,,Good,46.0,,,1542949502,23/11/18,6:00,Friday
4257,Eixample,Good,Good,2.0,Good,57.0,Good,24.0,1542949502,23/11/18,6:00,Friday
4258,Gràcia,Good,Good,14.0,Good,45.0,Good,21.0,1542949502,23/11/18,6:00,Friday
4259,Ciutadella,Good,Good,2.0,Good,53.0,,,1542949502,23/11/18,6:00,Friday
4260,Vall Hebron,Good,Good,19.0,Good,35.0,Good,13.0,1542949502,23/11/18,6:00,Friday
4261,Palau Reial,Good,Good,13.0,Good,35.0,Good,16.0,1542949502,23/11/18,6:00,Friday
4262,Poblenou,Moderate,,,Good,44.0,Moderate,38.0,1542949502,23/11/18,6:00,Friday
4263,Observ Fabra,Good,Good,86.0,Good,3.0,Good,7.0,1542949502,23/11/18,6:00,Friday
4264,Sants,Good,,,Good,42.0,,,1542953102,23/11/18,7:00,Friday
4265,Eixample,Good,Good,2.0,Good,53.0,Good,24.0,1542953102,23/11/18,7:00,Friday
4266,Gràcia,Good,Good,15.0,Good,48.0,Good,21.0,1542953102,23/11/18,7:00,Friday
4267,Ciutadella,Good,Good,2.0,Good,55.0,,,1542953102,23/11/18,7:00,Friday
4268,Vall Hebron,Good,Good,9.0,Good,47.0,Good,13.0,1542953102,23/11/18,7:00,Friday
4269,Palau Reial,Good,Good,9.0,Good,38.0,Good,16.0,1542953102,23/11/18,7:00,Friday
4270,Poblenou,Moderate,,,Good,42.0,Moderate,38.0,1542953102,23/11/18,7:00,Friday
4271,Observ Fabra,Good,Good,87.0,Good,3.0,Good,7.0,1542953102,23/11/18,7:00,Friday
4272,Sants,Good,,,Good,49.0,,,1542956701,23/11/18,8:00,Friday
4273,Eixample,Good,Good,2.0,Good,62.0,Good,24.0,1542956701,23/11/18,8:00,Friday
4274,Gràcia,Good,Good,7.0,Good,59.0,Good,21.0,1542956701,23/11/18,8:00,Friday
4275,Ciutadella,Good,Good,3.0,Good,55.0,,,1542956701,23/11/18,8:00,Friday
4276,Vall Hebron,Good,Good,6.0,Good,57.0,Good,14.0,1542956701,23/11/18,8:00,Friday
4277,Palau Reial,Good,Good,3.0,Good,55.0,Good,15.0,1542956701,23/11/18,8:00,Friday
4278,Poblenou,Moderate,,,Good,45.0,Moderate,38.0,1542956701,23/11/18,8:00,Friday
4279,Observ Fabra,Good,Good,79.0,Good,6.0,Good,7.0,1542956701,23/11/18,8:00,Friday
4280,Sants,Good,,,Good,48.0,,,1542960302,23/11/18,9:00,Friday
4281,Eixample,Good,Good,2.0,Good,81.0,Good,25.0,1542960302,23/11/18,9:00,Friday
4282,Gràcia,Good,Good,1.0,Good,80.0,Good,20.0,1542960302,23/11/18,9:00,Friday
4283,Ciutadella,Good,Good,2.0,Good,62.0,,,1542960302,23/11/18,9:00,Friday
4284,Vall Hebron,Good,Good,2.0,Good,72.0,Good,14.0,1542960302,23/11/18,9:00,Friday
4285,Palau Reial,Good,Good,1.0,Good,69.0,Good,15.0,1542960302,23/11/18,9:00,Friday
4286,Poblenou,Moderate,,,Good,50.0,Moderate,38.0,1542960302,23/11/18,9:00,Friday
4287,Observ Fabra,Good,Good,79.0,Good,7.0,Good,8.0,1542960302,23/11/18,9:00,Friday
4288,Sants,Good,,,Good,67.0,,,1542963901,23/11/18,10:00,Friday
4289,Eixample,Moderate,Good,2.0,Moderate,94.0,Good,26.0,1542963901,23/11/18,10:00,Friday
4290,Gràcia,Moderate,Good,2.0,Moderate,92.0,Good,20.0,1542963901,23/11/18,10:00,Friday
4291,Ciutadella,Good,Good,2.0,Good,68.0,,,1542963901,23/11/18,10:00,Friday
4292,Vall Hebron,Good,Good,5.0,Good,71.0,Good,15.0,1542963901,23/11/18,10:00,Friday
4293,Palau Reial,Moderate,Good,1.0,Moderate,96.0,Good,15.0,1542963901,23/11/18,10:00,Friday
4294,Poblenou,Moderate,,,Good,52.0,Moderate,38.0,1542963901,23/11/18,10:00,Friday
4295,Observ Fabra,Good,Good,72.0,Good,8.0,Good,8.0,1542963901,23/11/18,10:00,Friday
4296,Sants,Good,,,Good,64.0,,,1542967502,23/11/18,11:00,Friday
4297,Eixample,Good,Good,3.0,Good,90.0,Good,27.0,1542967502,23/11/18,11:00,Friday
4298,Gràcia,Good,Good,5.0,Good,78.0,Good,19.0,1542967502,23/11/18,11:00,Friday
4299,Ciutadella,Good,Good,5.0,Good,62.0,,,1542967502,23/11/18,11:00,Friday
4300,Vall Hebron,Good,Good,19.0,Good,48.0,Good,15.0,1542967502,23/11/18,11:00,Friday
4301,Palau Reial,Good,Good,1.0,Good,74.0,Good,16.0,1542967502,23/11/18,11:00,Friday
4302,Poblenou,Moderate,,,Good,49.0,Moderate,37.0,1542967502,23/11/18,11:00,Friday
4303,Observ Fabra,Good,Good,73.0,Good,8.0,Good,8.0,1542967502,23/11/18,11:00,Friday
4304,Sants,Good,,,Good,66.0,,,1542971101,23/11/18,12:00,Friday
4305,Eixample,Good,Good,2.0,Good,78.0,Good,27.0,1542971101,23/11/18,12:00,Friday
4306,Gràcia,Good,Good,3.0,Good,81.0,Good,18.0,1542971101,23/11/18,12:00,Friday
4307,Ciutadella,Good,Good,3.0,Good,70.0,,,1542971101,23/11/18,12:00,Friday
4308,Vall Hebron,Good,Good,15.0,Good,52.0,Good,15.0,1542971101,23/11/18,12:00,Friday
4309,Palau Reial,Good,Good,1.0,Good,75.0,Good,16.0,1542971101,23/11/18,12:00,Friday
4310,Poblenou,Good,,,Good,57.0,Good,36.0,1542971101,23/11/18,12:00,Friday
4311,Observ Fabra,Good,Good,74.0,Good,9.0,Good,9.0,1542971101,23/11/18,12:00,Friday
4312,Sants,Good,,,Good,63.0,,,1542974702,23/11/18,13:00,Friday
4313,Eixample,Good,Good,1.0,Good,80.0,Good,29.0,1542974702,23/11/18,13:00,Friday
4314,Gràcia,Good,Good,2.0,Good,81.0,Good,19.0,1542974702,23/11/18,13:00,Friday
4315,Ciutadella,Good,Good,2.0,Good,65.0,,,1542974702,23/11/18,13:00,Friday
4316,Vall Hebron,Good,Good,7.0,Good,56.0,Good,15.0,1542974702,23/11/18,13:00,Friday
4317,Palau Reial,Good,Good,1.0,Good,75.0,Good,16.0,1542974702,23/11/18,13:00,Friday
4318,Poblenou,Good,,,Good,50.0,Good,36.0,1542974702,23/11/18,13:00,Friday
4319,Observ Fabra,Good,Good,65.0,Good,13.0,Good,9.0,1542974702,23/11/18,13:00,Friday
4320,Sants,Good,,,Good,74.0,,,1542978302,23/11/18,14:00,Friday
4321,Eixample,Good,Good,2.0,Good,81.0,Good,31.0,1542978302,23/11/18,14:00,Friday
4322,Gràcia,Good,Good,2.0,Good,81.0,Good,20.0,1542978302,23/11/18,14:00,Friday
4323,Ciutadella,Good,Good,7.0,Good,62.0,,,1542978302,23/11/18,14:00,Friday
4324,Vall Hebron,Good,Good,14.0,Good,43.0,Good,15.0,1542978302,23/11/18,14:00,Friday
4325,Palau Reial,Good,Good,2.0,Good,59.0,Good,18.0,1542978302,23/11/18,14:00,Friday
4326,Poblenou,Good,,,Good,50.0,Good,36.0,1542978302,23/11/18,14:00,Friday
4327,Observ Fabra,Good,Good,75.0,Good,7.0,Good,9.0,1542978302,23/11/18,14:00,Friday
4328,Sants,Good,,,Good,62.0,,,1542981902,23/11/18,15:00,Friday
4329,Eixample,Good,Good,3.0,Good,71.0,Good,31.0,1542981902,23/11/18,15:00,Friday
4330,Gràcia,Good,Good,10.0,Good,64.0,Good,21.0,1542981902,23/11/18,15:00,Friday
4331,Ciutadella,Good,Good,7.0,Good,59.0,,,1542981902,23/11/18,15:00,Friday
4332,Vall Hebron,Good,Good,23.0,Good,36.0,Good,15.0,1542981902,23/11/18,15:00,Friday
4333,Palau Reial,Good,Good,2.0,Good,64.0,Good,18.0,1542981902,23/11/18,15:00,Friday
4334,Poblenou,Good,,,Good,58.0,Good,36.0,1542981902,23/11/18,15:00,Friday
4335,Observ Fabra,Good,Good,78.0,Good,5.0,Good,8.0,1542981902,23/11/18,15:00,Friday
4336,Sants,Good,,,Good,56.0,,,1542985502,23/11/18,16:00,Friday
4337,Eixample,Good,Good,2.0,Good,66.0,Good,32.0,1542985502,23/11/18,16:00,Friday
4338,Gràcia,Good,Good,16.0,Good,59.0,Good,21.0,1542985502,23/11/18,16:00,Friday
4339,Ciutadella,Good,Good,2.0,Good,57.0,,,1542985502,23/11/18,16:00,Friday
4340,Vall Hebron,Good,Good,13.0,Good,48.0,Good,15.0,1542985502,23/11/18,16:00,Friday
4341,Palau Reial,Good,Good,7.0,Good,45.0,Good,19.0,1542985502,23/11/18,16:00,Friday
4342,Poblenou,Moderate,,,Good,63.0,Moderate,37.0,1542985502,23/11/18,16:00,Friday
4343,Observ Fabra,Good,Good,74.0,Good,7.0,Good,8.0,1542985502,23/11/18,16:00,Friday
4344,Sants,Good,,,Good,58.0,,,1542989101,23/11/18,17:00,Friday
4345,Eixample,Good,Good,2.0,Good,69.0,Good,32.0,1542989101,23/11/18,17:00,Friday
